"variable","hour","day","ref","refWeekend","floor","zone","subzone","units","sdTimes","min","max","value","time"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:00:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:05:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:10:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:15:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:20:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:25:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:30:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,0,"00:35:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:40:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:45:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:50:00"
"DELI.FAN.Power",0,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:55:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:00:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:05:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:10:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:15:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:20:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:25:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:30:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:35:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,0,"01:40:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:45:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:50:00"
"DELI.FAN.Power",1,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:55:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:50:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:55:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:15:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:00:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:05:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:10:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:35:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:20:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:25:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:30:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:40:00"
"DELI.FAN.Power",10,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"10:45:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:00:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:55:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:15:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:20:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:05:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:10:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:35:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:40:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:25:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:30:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:45:00"
"DELI.FAN.Power",11,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"11:50:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:10:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:15:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:05:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:00:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:35:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:20:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:25:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:30:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:55:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:40:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:45:00"
"DELI.FAN.Power",12,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"12:50:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:20:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:00:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:05:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:10:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:15:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:35:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:40:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:25:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:30:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:55:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:45:00"
"DELI.FAN.Power",13,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"13:50:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:25:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:20:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:00:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:05:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:10:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:15:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:40:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:45:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:30:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:35:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:50:00"
"DELI.FAN.Power",14,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"14:55:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:30:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:35:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:00:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:05:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:10:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:15:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:20:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:25:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:55:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:40:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:45:00"
"DELI.FAN.Power",15,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"15:50:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:40:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:00:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:05:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:10:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:15:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:20:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:25:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:30:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:35:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:55:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:45:00"
"DELI.FAN.Power",16,"2",47.1667,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"16:50:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:45:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:40:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,47.1667,"17:00:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:05:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:10:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:15:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:20:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:25:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:30:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:35:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:50:00"
"DELI.FAN.Power",17,"2",3.93055833333333,21.6180708333333,"all","all","","W",0,0,47.1667,0,"17:55:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:50:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:55:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:00:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:05:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:10:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:15:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:20:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:25:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:30:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:35:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:40:00"
"DELI.FAN.Power",18,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"18:45:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:15:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:00:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:05:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:10:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:35:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:20:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:25:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:30:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:55:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:40:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:45:00"
"DELI.FAN.Power",19,"2",0,43.2361416666667,"all","all","","W",0,0,47.1667,0,"19:50:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:00:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:20:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:05:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:10:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:15:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:40:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:25:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:30:00"
"DELI.FAN.Power",2,"2",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"02:35:00"
