"units","variable","hour","day","ref","refWeekend","floor","zone","subzone","sdTimes","value","time","min","max"
"C","Drybulb.Temperature",16,"4",27.1125,27.3833333333333,"all","all","",0.735899546470014,27.8333,"16:50:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",6,"4",23.4354166666667,24.5833333333333,"all","all","",-0.204416540686119,24.3,"06:00:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",6,"4",23.4354166666667,24.5833333333333,"all","all","",-0.204416540686119,24.4,"06:20:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",16,"4",27.1125,27.3833333333333,"all","all","",0.735899546470014,28,"16:00:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",16,"4",27.1125,27.3833333333333,"all","all","",0.735899546470014,27.9833,"16:05:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",6,"4",23.4354166666667,24.5833333333333,"all","all","",-0.204416540686119,24.325,"06:05:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",6,"4",23.4354166666667,24.5833333333333,"all","all","",-0.204416540686119,24.55,"06:50:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",15,"4",27.7979166666667,28.0708333333333,"all","all","",-0.0233618903641262,28.0833,"15:10:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",15,"4",27.7979166666667,28.0708333333333,"all","all","",-0.0233618903641262,28.1,"15:00:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",15,"4",27.7979166666667,28.0708333333333,"all","all","",-0.0233618903641262,28.025,"15:45:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",15,"4",27.7979166666667,28.0708333333333,"all","all","",-0.0233618903641262,28.05,"15:30:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",15,"4",27.7979166666667,28.0708333333333,"all","all","",-0.0233618903641262,28.0917,"15:05:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",9,"4",26.2125,26.5125,"all","all","",-0.216097485868182,26.3167,"09:25:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",9,"4",26.2125,26.5125,"all","all","",-0.216097485868182,26.8167,"09:55:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",9,"4",26.2125,26.5125,"all","all","",-0.216097485868182,26.15,"09:15:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",9,"4",26.2125,26.5125,"all","all","",-0.216097485868182,26.0667,"09:10:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",9,"4",26.2125,26.5125,"all","all","",-0.216097485868182,26.4,"09:30:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",6,"4",23.4354166666667,24.5833333333333,"all","all","",-0.204416540686119,24.5,"06:40:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",6,"4",23.4354166666667,24.5833333333333,"all","all","",-0.204416540686119,24.375,"06:15:00",22.4166666666667,60.2165
"C","Drybulb.Temperature",6,"4",23.4354166666667,24.5833333333333,"all","all","",-0.204416540686119,24.575,"06:55:00",22.4166666666667,60.2165
