"variable","hour","day","ref","refWeekend","floor","zone","subzone","units","sdTimes","min","max","value","time"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:00:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:05:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,0,"00:10:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:15:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:20:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:25:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:30:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:35:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:40:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:45:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:50:00"
"DELI.FAN.Power",0,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"00:55:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:00:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:05:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:10:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,0,"01:15:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:20:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:25:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:30:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:35:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:40:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:45:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:50:00"
"DELI.FAN.Power",1,"11",43.2361416666667,43.2361416666667,"all","all","","W",0,0,47.1667,47.1667,"01:55:00"
"DELI.FAN.Power",10,"11",47.1667,21.6180708333333,"all","all","","W",-2.07618309652266,0,47.1667,0,"10:50:00"
"DELI.FAN.Power",10,"11",47.1667,21.6180708333333,"all","all","","W",-2.07618309652266,0,47.1667,0,"10:55:00"
"DELI.FAN.Power",10,"11",47.1667,21.6180708333333,"all","all","","W",-2.07618309652266,0,47.1667,0,"10:15:00"
"DELI.FAN.Power",10,"11",47.1667,21.6180708333333,"all","all","","W",-2.07618309652266,0,47.1667,0,"10:00:00"
"DELI.FAN.Power",10,"11",47.1667,21.6180708333333,"all","all","","W",-2.07618309652266,0,47.1667,0,"10:05:00"
"DELI.FAN.Power",10,"11",47.1667,21.6180708333333,"all","all","","W",-2.07618309652266,0,47.1667,0,"10:10:00"
"DELI.FAN.Power",10,"11",47.1667,21.6180708333333,"all","all","","W",-2.07618309652266,0,47.1667,0,"10:35:00"
