"units","variable","hour","day","ref","refWeekend","floor","zone","subzone","sdTimes","value","time","min","max"
"C","Drybulb.Temperature",16,"10",27.1125,27.3833333333333,"all","all","",1.34330869593733,27.8833,"16:50:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,23.9,"06:00:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,24.2667,"06:20:00",22.4166666666667,60
"C","Drybulb.Temperature",16,"10",27.1125,27.3833333333333,"all","all","",1.34330869593733,28.3,"16:00:00",22.4166666666667,60
"C","Drybulb.Temperature",16,"10",27.1125,27.3833333333333,"all","all","",1.34330869593733,28.2583,"16:05:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,23.9917,"06:05:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,24.8167,"06:50:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"10",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.8,"15:10:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"10",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.9,"15:00:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"10",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.45,"15:45:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"10",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.6,"15:30:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"10",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.85,"15:05:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"10",26.2125,26.5125,"all","all","",2.09088918758941,27.6583,"09:25:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"10",26.2125,26.5125,"all","all","",2.09088918758941,28.2083,"09:55:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"10",26.2125,26.5125,"all","all","",2.09088918758941,27.475,"09:15:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"10",26.2125,26.5125,"all","all","",2.09088918758941,27.3833,"09:10:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"10",26.2125,26.5125,"all","all","",2.09088918758941,27.75,"09:30:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,24.6333,"06:40:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,24.175,"06:15:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,24.9083,"06:55:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"10",23.4354166666667,24.5833333333333,"all","all","",1.35790987741491,24.0833,"06:10:00",22.4166666666667,60
"C","Drybulb.Temperature",7,"10",24.2125,25.0291666666667,"all","all","",1.81054650321988,25.3667,"07:20:00",22.4166666666667,60
"C","Drybulb.Temperature",7,"10",24.2125,25.0291666666667,"all","all","",1.81054650321988,25.1833,"07:10:00",22.4166666666667,60
"C","Drybulb.Temperature",7,"10",24.2125,25.0291666666667,"all","all","",1.81054650321988,25.275,"07:15:00",22.4166666666667,60
"C","Drybulb.Temperature",7,"10",24.2125,25.0291666666667,"all","all","",1.81054650321988,25.825,"07:45:00",22.4166666666667,60
"C","Drybulb.Temperature",7,"10",24.2125,25.0291666666667,"all","all","",1.81054650321988,25.4583,"07:25:00",22.4166666666667,60
"C","Drybulb.Temperature",7,"10",24.2125,25.0291666666667,"all","all","",1.81054650321988,25.55,"07:30:00",22.4166666666667,60
"C","Drybulb.Temperature",16,"10",27.1125,27.3833333333333,"all","all","",1.34330869593733,27.925,"16:45:00",22.4166666666667,60
"C","Drybulb.Temperature",16,"10",27.1125,27.3833333333333,"all","all","",1.34330869593733,28.2167,"16:10:00",22.4166666666667,60
"C","Drybulb.Temperature",16,"10",27.1125,27.3833333333333,"all","all","",1.34330869593733,27.8417,"16:55:00",22.4166666666667,60
"C","Drybulb.Temperature",12,"10",28.05,28.3104166666667,"all","all","",1.89231311949432,29.4,"12:55:00",22.4166666666667,60
"C","Drybulb.Temperature",13,"10",28.3,28.6604166666667,"all","all","",1.54188476403241,29.4,"13:25:00",22.4166666666667,60
"C","Drybulb.Temperature",13,"10",28.3,28.6604166666667,"all","all","",1.54188476403241,29.4,"13:30:00",22.4166666666667,60
"C","Drybulb.Temperature",13,"10",28.3,28.6604166666667,"all","all","",1.54188476403241,29.4,"13:05:00",22.4166666666667,60
"C","Drybulb.Temperature",13,"10",28.3,28.6604166666667,"all","all","",1.54188476403241,29.4,"13:10:00",22.4166666666667,60
