"units","variable","hour","day","ref","refWeekend","floor","zone","subzone","sdTimes","value","time","min","max"
"C","Drybulb.Temperature",16,"13",27.1125,27.3833333333333,"all","all","",1.34330869593733,27.8833,"16:50:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"13",23.4354166666667,24.5833333333333,"all","all","",0.195655831799564,23.3,"06:00:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"13",23.4354166666667,24.5833333333333,"all","all","",0.195655831799564,23.5,"06:20:00",22.4166666666667,60
"C","Drybulb.Temperature",16,"13",27.1125,27.3833333333333,"all","all","",1.34330869593733,28.3,"16:00:00",22.4166666666667,60
"C","Drybulb.Temperature",16,"13",27.1125,27.3833333333333,"all","all","",1.34330869593733,28.2583,"16:05:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"13",23.4354166666667,24.5833333333333,"all","all","",0.195655831799564,23.35,"06:05:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"13",23.4354166666667,24.5833333333333,"all","all","",0.195655831799564,23.8,"06:50:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"13",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.8,"15:10:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"13",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.9,"15:00:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"13",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.45,"15:45:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"13",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.6,"15:30:00",22.4166666666667,60
"C","Drybulb.Temperature",15,"13",27.7979166666667,28.0708333333333,"all","all","",1.15933380931983,28.85,"15:05:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"13",26.2125,26.5125,"all","all","",-0.22777843105024,26,"09:25:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"13",26.2125,26.5125,"all","all","",-0.22777843105024,26.6,"09:55:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"13",26.2125,26.5125,"all","all","",-0.22777843105024,25.8,"09:15:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"13",26.2125,26.5125,"all","all","",-0.22777843105024,25.7,"09:10:00",22.4166666666667,60
"C","Drybulb.Temperature",9,"13",26.2125,26.5125,"all","all","",-0.22777843105024,26.1,"09:30:00",22.4166666666667,60
"C","Drybulb.Temperature",6,"13",23.4354166666667,24.5833333333333,"all","all","",0.195655831799564,23.7,"06:40:00",22.4166666666667,60
