"units","variable","hour","day","ref","refWeekend","floor","zone","subzone","sdTimes","value","time","min","max"
"C","Drybulb.Temperature",16,"7",27.1125,27.3833333333333,"all","all","",-0.578206786512152,26.7,"16:50:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,23.1,"06:00:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,23.4333,"06:20:00",22.2,60
"C","Drybulb.Temperature",16,"7",27.1125,27.3833333333333,"all","all","",-0.578206786512152,26.7,"16:00:00",22.2,60
"C","Drybulb.Temperature",16,"7",27.1125,27.3833333333333,"all","all","",-0.578206786512152,26.7,"16:05:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,23.1833,"06:05:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,23.9333,"06:50:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:10:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:00:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:45:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:30:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:05:00",22.2,60
"C","Drybulb.Temperature",9,"7",26.2125,26.5125,"all","all","",0.204416540686119,26.3167,"09:25:00",22.2,60
"C","Drybulb.Temperature",9,"7",26.2125,26.5125,"all","all","",0.204416540686119,26.8167,"09:55:00",22.2,60
"C","Drybulb.Temperature",9,"7",26.2125,26.5125,"all","all","",0.204416540686119,26.15,"09:15:00",22.2,60
"C","Drybulb.Temperature",9,"7",26.2125,26.5125,"all","all","",0.204416540686119,26.0667,"09:10:00",22.2,60
"C","Drybulb.Temperature",9,"7",26.2125,26.5125,"all","all","",0.204416540686119,26.4,"09:30:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,23.7667,"06:40:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,23.35,"06:15:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,24.0167,"06:55:00",22.2,60
"C","Drybulb.Temperature",6,"7",23.4354166666667,24.5833333333333,"all","all","",0.172293941435438,23.2667,"06:10:00",22.2,60
"C","Drybulb.Temperature",7,"7",24.2125,25.0291666666667,"all","all","",0.420514026554296,24.4,"07:20:00",22.2,60
"C","Drybulb.Temperature",7,"7",24.2125,25.0291666666667,"all","all","",0.420514026554296,24.25,"07:10:00",22.2,60
"C","Drybulb.Temperature",7,"7",24.2125,25.0291666666667,"all","all","",0.420514026554296,24.325,"07:15:00",22.2,60
"C","Drybulb.Temperature",7,"7",24.2125,25.0291666666667,"all","all","",0.420514026554296,24.775,"07:45:00",22.2,60
"C","Drybulb.Temperature",7,"7",24.2125,25.0291666666667,"all","all","",0.420514026554296,24.475,"07:25:00",22.2,60
"C","Drybulb.Temperature",7,"7",24.2125,25.0291666666667,"all","all","",0.420514026554296,24.55,"07:30:00",22.2,60
"C","Drybulb.Temperature",16,"7",27.1125,27.3833333333333,"all","all","",-0.578206786512152,26.7,"16:45:00",22.2,60
"C","Drybulb.Temperature",16,"7",27.1125,27.3833333333333,"all","all","",-0.578206786512152,26.7,"16:10:00",22.2,60
"C","Drybulb.Temperature",16,"7",27.1125,27.3833333333333,"all","all","",-0.578206786512152,26.7,"16:55:00",22.2,60
"C","Drybulb.Temperature",12,"7",28.05,28.3104166666667,"all","all","",-1.10384931970503,27.125,"12:55:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.9333,"13:25:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.9,"13:30:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,27.0667,"13:05:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,27.0333,"13:10:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.9667,"13:20:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,27.1,"13:00:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.8667,"13:35:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.8333,"13:40:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,27,"13:15:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.7667,"13:50:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.7333,"13:55:00",22.2,60
"C","Drybulb.Temperature",13,"7",28.3,28.6604166666667,"all","all","",-1.93903690022258,26.8,"13:45:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:10:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:30:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:35:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:25:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:00:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:05:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:15:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:40:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:20:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:50:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:55:00",22.2,60
"C","Drybulb.Temperature",14,"7",28.1854166666667,28.5979166666667,"all","all","",-2.08212847870287,26.7,"14:45:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:35:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:50:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:55:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:40:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:15:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:20:00",22.2,60
"C","Drybulb.Temperature",15,"7",27.7979166666667,28.0708333333333,"all","all","",-1.5389645277369,26.7,"15:25:00",22.2,60
"C","Drybulb.Temperature",3,"7",22.78125,23.7541666666667,"all","all","",-0.382550954712588,22.45,"03:45:00",22.2,60
"C","Drybulb.Temperature",3,"7",22.78125,23.7541666666667,"all","all","",-0.382550954712588,22.4833,"03:35:00",22.2,60
"C","Drybulb.Temperature",3,"7",22.78125,23.7541666666667,"all","all","",-0.382550954712588,22.5167,"03:25:00",22.2,60
"C","Drybulb.Temperature",3,"7",22.78125,23.7541666666667,"all","all","",-0.382550954712588,22.4667,"03:40:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.4,"04:00:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.3833,"04:05:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.3667,"04:10:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.3167,"04:25:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.3,"04:30:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.2833,"04:35:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.35,"04:15:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.2667,"04:40:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.3333,"04:20:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.2333,"04:50:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.2167,"04:55:00",22.2,60
"C","Drybulb.Temperature",4,"7",22.4166666666667,23.8458333333333,"all","all","",-0.151852287366825,22.25,"04:45:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.425,"05:15:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.575,"05:25:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.65,"05:30:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.725,"05:35:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.5,"05:20:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.875,"05:45:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.95,"05:50:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.35,"05:10:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,23.025,"05:55:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.8,"05:40:00",22.2,60
"C","Drybulb.Temperature",5,"7",22.5666666666667,24.1291666666667,"all","all","",0.0642451985013519,22.275,"05:05:00",22.2,60
