"units","variable","hour","day","ref","refWeekend","floor","zone","subzone","sdTimes","value","time","min","max"
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3949,"00:15:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:45:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3923,"00:05:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3945,"00:20:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0,"00:25:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3486,"00:30:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3751,"00:00:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3932,"00:50:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3932,"00:55:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:45:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3949,"00:15:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3917,"00:35:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:40:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3953,"00:10:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3923,"00:05:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3945,"00:20:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0,"00:25:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3486,"00:30:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3751,"00:00:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3932,"00:50:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3932,"00:55:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:45:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3949,"00:15:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3917,"00:35:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:40:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3953,"00:10:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3923,"00:05:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3945,"00:20:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0,"00:25:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3486,"00:30:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3751,"00:00:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3932,"00:50:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3932,"00:55:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:45:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3949,"00:15:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3917,"00:35:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:40:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3953,"00:10:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3923,"00:05:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3917,"00:35:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3933,"00:40:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",0,"4",0.3460875,0.215354166666667,"2","all","",1.09353379131926,0.3953,"00:10:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",1,"4",0.3483375,0.2159125,"2","all","",1.09789192497886,0,"01:30:00",0,0.4076
"%","F_2_VAV_SYS.Outdoor.Air.Flow.Fraction",1,"4",0.3483375,0.2159125,"2","all","",1.09789192497886,0.3935,"01:55:00",0,0.4076
